          2.00000000      1.00000000e+00      1.00000000e-01        59
          2.22539688      9.32224672e-01      2.25531484e-02        60
          2.22541723      9.70974924e-01      2.23075410e-02        60
          2.22543758      1.04281335e+00      2.25875730e-02        60
          2.22545793      1.03642785e+00      2.22990549e-02        60
          2.22547828      1.00857166e+00      2.19271182e-02        60
          2.22549863      1.06819802e+00      2.17249265e-02        60
          2.22551898      1.04951647e+00      2.15061637e-02        60
          2.22553934      1.00157489e+00      2.19716946e-02        60
          2.22555969      1.09843296e+00      2.28988140e-02        60
          2.22558005      1.02901886e+00      2.29298470e-02        60
          2.22560041      9.89682965e-01      2.34547676e-02        60
          2.22562077      1.05825125e+00      2.30803615e-02        60
          2.22564113      1.10539815e+00      2.30755203e-02        60
          2.22566148      1.06600896e+00      2.28830303e-02        60
          2.22568185      9.85530690e-01      2.33124311e-02        60
          2.22570221      1.02403973e+00      2.37311808e-02        60
          2.22571769      1.01540264e+00      2.13787691e-02        60
          2.22572258      9.71639125e-01      2.33426867e-02        60
          2.22573806      9.53686995e-01      2.11185295e-02        60
          2.22575843      1.00000000e+00      2.12358356e-02        60
          2.22576331      9.94916434e-01      2.38123388e-02        60
          2.22577881      9.92206355e-01      2.00853474e-02        60
          2.22578368      9.94100353e-01      2.38230140e-02        60
          2.22580406      1.03453049e+00      2.34338230e-02        60
          2.22581956      1.01987664e+00      1.89909690e-02        60
          2.22583994      1.08589049e+00      2.06410577e-02        60
          2.22584480      1.00966403e+00      2.22241638e-02        60
          2.22586518      1.00122294e+00      2.18412440e-02        60
          2.22588071      1.04454814e+00      2.28436370e-02        60
          2.22588556      1.00571986e+00      2.15413291e-02        60
          2.22590110      1.06643035e+00      2.39698332e-02        60
          2.22590593      9.65710352e-01      2.16194949e-02        60
          2.22592148      1.04464692e+00      2.32368076e-02        60
          2.22592631      1.06803403e+00      2.19434619e-02        60
          2.22594187      1.01706256e+00      2.21989399e-02        60
          2.22594669      1.05846306e+00      2.20193735e-02        60
          2.22596226      1.03795432e+00      2.18329848e-02        60
          2.22596708      1.01459895e+00      2.23820951e-02        60
          2.22598265      1.01075122e+00      2.14486099e-02        60
          2.22598745      1.04462566e+00      2.33010473e-02        60
          2.22600304      9.90195423e-01      1.98011850e-02        60
          2.22600783      1.02324899e+00      2.39832311e-02        60
          2.22602344      9.73560643e-01      1.97668016e-02        60
          2.22602822      9.84356587e-01      2.49807933e-02        60
          2.22604384      1.00402111e+00      1.94482314e-02        60
          2.22604861      1.00895402e+00      2.48822729e-02        60
          2.22606424      9.44421966e-01      2.04942442e-02        60
          2.22606900      9.89041967e-01      2.43851873e-02        60
          2.22608464      9.96290675e-01      2.08445653e-02        60
          2.22608939      1.03446941e+00      2.37454189e-02        60
          2.22610504      9.49831284e-01      2.08971450e-02        60
          2.22610978      1.05080109e+00      2.40620014e-02        60
          2.22612544      1.00623196e+00      2.10635334e-02        60
          2.22613017      1.03666502e+00      2.25875177e-02        60
          2.22615056      1.00638238e+00      2.33700817e-02        60
          2.22617096      9.79228597e-01      2.28016174e-02        60
          2.22619135      1.03984659e+00      2.30144552e-02        60
          2.22620706      1.02432391e+00      2.37305505e-02        60
          2.22621175      9.77888481e-01      2.25071651e-02        60
          2.22622747      1.02568213e+00      2.26251555e-02        60
          2.22623215      1.00798897e+00      2.25332702e-02        60
          2.22624789      1.03664541e+00      2.20196612e-02        60
          2.22625255      9.68647163e-01      2.24367928e-02        60
          2.22626830      9.39869353e-01      2.14529627e-02        60
          2.22627295      1.03295374e+00      2.25301810e-02        60
          2.22628871      1.04459131e+00      2.14517909e-02        60
          2.22629336      9.53714197e-01      2.25575563e-02        60
          2.22630913      9.54316094e-01      2.07257274e-02        60
          2.22631376      1.00739650e+00      2.20724841e-02        60
          2.22631979      9.50686223e-01      2.08502485e-02        60
          2.22632955      9.60597243e-01      2.06072252e-02        60
          2.22633416      9.77635361e-01      2.22029201e-02        60
          2.22634028      9.36687403e-01      2.10400345e-02        60
          2.22634997      9.33049699e-01      2.17598269e-02        60
          2.22635456      9.50840715e-01      2.26375581e-02        60
          2.22636077      9.63564390e-01      2.12434306e-02        60
          2.22637039      9.12781079e-01      2.21170860e-02        60
          2.22637497      9.95156817e-01      2.31140910e-02        60
          2.22638126      9.78726549e-01      2.08802528e-02        60
          2.22639081      9.34347524e-01      2.19078551e-02        60
